"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","credit_length"
1900," 36 months",5.79,10,"RENT",45000,"not verified",1291161600000,"car","NY",22.16,0,27.3,25,0,14
15000," 36 months",13.79,10,"MORTGAGE",47380,"verified",1233446400000,"debt_consolidation","CO",9.17,0,85.6,11,0,25
7500," 60 months",17.14,10,"MORTGAGE",1e+05,"verified",1.301616e+12,"credit_card","AZ",22.52,0,96.9,18,0,11
4000," 36 months",11.34,4,"MORTGAGE",105000,"not verified",1.207008e+12,"other","MD",11.04,0,50.9,10,0,5
1800," 36 months",11.99,5,"RENT",33195.2,"not verified",1306886400000,"debt_consolidation","IL",12.07,0,88.3,11,0,23
1500," 36 months",13.61,2,"RENT",74600,"verified",1277942400000,"debt_consolidation","DC",1.66,0,27.3,6,0,5
15000," 36 months",10.37,1,"MORTGAGE",95000,"not verified",1298937600000,"credit_card","TX",24.52,0,94.8,26,0,18
11500," 36 months",14.46,0,"RENT",36000,"verified",1.29384e+12,"credit_card","CA",17.23,0,92,18,0,10
7375," 60 months",17.43,0,"RENT",140000,"not verified",1291161600000,"major_purchase","NY",5.25,1,40.8,5,0,8
35000," 60 months",19.29,10,"RENT",72800,"verified",1306886400000,"debt_consolidation","CA",14.85,0,89.5,28,0,25
11000," 36 months",7.66,7,"RENT",32000,"verified",1296518400000,"debt_consolidation","VA",10.2,0,0,6,0,10
10000," 60 months",11.86,6,"MORTGAGE",48000,"verified",1280620800000,"home_improvement","CO",2.15,0,7.2,12,0,11
14000," 36 months",10.99,4,"OWN",40000,"not verified",1312156800000,"vacation","NJ",13.71,0,46.6,21,0,16
18000," 60 months",15.99,8,"MORTGAGE",62400,"verified",1306886400000,"debt_consolidation","SC",19.63,0,61.8,28,0,12
35000," 60 months",18.64,8,"MORTGAGE",85000,"verified",1322697600000,"debt_consolidation","IL",12,0,53,50,0,16
14000," 60 months",15.21,8,"MORTGAGE",55000,"verified",1277942400000,"credit_card","NY",8.23,0,59.4,16,0,14
18000," 36 months",12.98,2,"RENT",52000,"verified",1.29384e+12,"debt_consolidation","MA",20.38,0,34,25,0,13
9000," 36 months",11.99,3,"MORTGAGE",48000,"not verified",1306886400000,"debt_consolidation","AL",22.7,0,42.6,22,0,18
11200," 60 months",17.93,3,"MORTGAGE",36240,"verified",1277942400000,"debt_consolidation","WA",9.47,0,52.1,13,1,6
3000," 36 months",8.59,4,"OWN",77250,"not verified",1257033600000,"other","NY",15.92,0,67.7,46,0,11
4000," 36 months",10.99,10,"MORTGAGE",40000,"not verified",1312156800000,"other","MI",12.27,0,19.8,15,0,23
1750," 36 months",10.99,3,"MORTGAGE",30000,"not verified",1264982400000,"major_purchase","FL",7.76,1,18.2,23,0,13
15000," 36 months",12.04,2,"MORTGAGE",202000,"not verified",1.201824e+12,"home_improvement","CA",17.08,0,67.3,53,0,16
20000," 36 months",13.98,10,"RENT",77004,"verified",1285891200000,"debt_consolidation","NY",16.6,0,84.3,14,0,10
18200," 60 months",10.36,8,"RENT",54996,"verified",1.29384e+12,"debt_consolidation","FL",24.98,0,58.6,25,0,12
11000," 60 months",22.48,3,"RENT",36000,"verified",1306886400000,"other","MA",14.83,0,98.6,7,1,4
25000," 36 months",9.91,3,"RENT",66000,"verified",1320105600000,"debt_consolidation","FL",15.38,0,46.5,21,0,11
8575," 36 months",7.51,NA,"RENT",32400,"not verified",1.27008e+12,"debt_consolidation","FL",5.26,0,37.9,24,0,11
5000," 36 months",14.96,10,"RENT",57000,"not verified",1267401600000,"wedding","FL",15.22,1,7.5,20,0,26
3000," 36 months",9.88,8,"RENT",50000,"not verified",1.27008e+12,"credit_card","CA",13.49,1,51,11,0,12
12000," 36 months",16.07,2,"MORTGAGE",174000,"verified",1.27008e+12,"debt_consolidation","TX",17.47,0,89.6,19,0,13
4800," 36 months",7.14,10,"MORTGAGE",1e+05,"not verified",1.27008e+12,"debt_consolidation","IL",13.21,0,5.9,31,0,13
12800," 60 months",17.99,2,"MORTGAGE",81696,"verified",1309478400000,"home_improvement","VA",13.21,0,97.8,31,1,18
7200," 36 months",9.07,10,"MORTGAGE",57996,"not verified",1222819200000,"major_purchase","MA",9.35,0,9.2,30,0,26
4500," 60 months",13.49,1,"RENT",37200,"verified",1320105600000,"car","FL",18.16,1,23.3,27,0,6
11000," 36 months",8.9,4,"MORTGAGE",45000,"not verified",1320105600000,"debt_consolidation","WA",13.57,0,74,22,0,12
5000," 36 months",13.61,1,"RENT",42996,"verified",1275350400000,"major_purchase","VA",8.04,0,85.7,13,0,8
11600," 60 months",12.99,9,"OWN",32400,"verified",1306886400000,"major_purchase","TX",7.04,0,27.4,21,0,7
2400," 36 months",10.75,NA,"OWN",22000,"not verified",1275350400000,"other","CA",7.09,0,39.8,6,0,5
1000," 36 months",6.99,0,"OWN",41000,"not verified",1306886400000,"car","KY",8.08,0,0,12,0,7
10000," 36 months",7.74,10,"MORTGAGE",80000,"not verified",1.262304e+12,"other","CA",1.14,0,7.3,32,0,23
4800," 36 months",14.65,0,"RENT",44600,"verified",1322697600000,"credit_card","CA",15.28,0,92.5,25,0,10
6000," 36 months",13.24,10,"OWN",38400,"not verified",1.207008e+12,"home_improvement","PA",23.09,0,65.6,21,0,14
6975," 36 months",12.29,0,"RENT",28000,"not verified",1.207008e+12,"debt_consolidation","FL",12.81,1,38.4,32,0,17
4200," 36 months",13.23,7,"MORTGAGE",42000,"not verified",1277942400000,"credit_card","OH",1.46,0,34.8,14,0,12
4000," 36 months",14.35,8,"OWN",39996,"verified",1275350400000,"home_improvement","FL",6.27,0,62.5,14,0,11
12000," 60 months",17.58,5,"MORTGAGE",102000,"verified",1314835200000,"debt_consolidation","CA",19.46,0,65.9,49,0,11
10000," 36 months",7.49,6,"RENT",125000,"not verified",1312156800000,"debt_consolidation","CT",10.72,0,31.5,18,0,6
10000," 36 months",11.26,10,"MORTGAGE",40000,"not verified",1228089600000,"home_improvement","CT",6.15,0,3.3,26,0,21
12500," 60 months",9.99,1,"RENT",44000,"not verified",1288569600000,"debt_consolidation","KS",6.05,0,0.2,45,0,18
9975," 60 months",17.58,5,"RENT",82400,"verified",1320105600000,"car","LA",15.83,0,39.7,63,0,13
20000," 60 months",20.62,1,"MORTGAGE",61200,"verified",1306886400000,"debt_consolidation","CA",23.33,0,59.2,25,0,11
7000," 36 months",7.49,1,"RENT",45000,"not verified",1312156800000,"car","PA",10.64,0,8.6,14,0,9
6000," 36 months",14.88,3,"RENT",41000,"not verified",1199145600000,"debt_consolidation","IL",15.75,1,73.7,19,0,7
5000," 36 months",10.08,2,"OWN",52000,"not verified",1.207008e+12,"other","MD",5.33,0,61.4,10,0,30
2400," 36 months",11.83,2,"RENT",49800,"not verified",1254355200000,"other","PA",6.94,0,8.9,16,0,10
22000," 60 months",13.8,10,"RENT",78384,"verified",1298937600000,"other","PA",6.94,0,6.3,24,0,31
4000," 36 months",15.05,2,"MORTGAGE",56500,"not verified",1.230768e+12,"debt_consolidation","CO",12.7,0,99.1,15,0,11
5600," 36 months",18.09,1,"RENT",18000,"not verified",1.262304e+12,"small_business","MN",9.8,0,0,13,0,4
6000," 60 months",11.99,10,"RENT",18000,"not verified",1312156800000,"small_business","WA",16.27,0,56.8,10,1,10
24250," 36 months",8.88,10,"MORTGAGE",95004,"verified",1288569600000,"debt_consolidation","NY",15.97,0,74.8,16,0,21
16000," 36 months",12.99,3,"RENT",40000,"not verified",1306886400000,"debt_consolidation","NV",7.59,0,87.6,13,0,9
25000," 36 months",16.15,6,"MORTGAGE",113000,"not verified",1199145600000,"debt_consolidation","CA",24.84,1,93.8,33,1,21
15000," 36 months",17.88,2,"MORTGAGE",140000,"verified",1296518400000,"wedding","OH",10.1,0,85.2,21,0,9
6250," 60 months",15.99,10,"MORTGAGE",60000,"verified",1.304208e+12,"car","CO",19.22,0,50.9,23,0,16
15000," 36 months",9.63,10,"OTHER",70000,"verified",1.230768e+12,"home_improvement","FL",12.19,0,16.5,30,1,12
8000," 36 months",13.8,10,"RENT",44000,"not verified",1.29384e+12,"debt_consolidation","MO",20.13,0,53,40,0,14
6000," 60 months",13.06,3,"MORTGAGE",78000,"not verified",1.301616e+12,"car","FL",0.83,0,7.1,19,0,14
9000," 36 months",11.11,4,"RENT",27000,"not verified",1.301616e+12,"major_purchase","FL",12.49,0,56.5,7,0,4
4400," 36 months",7.88,2,"MORTGAGE",75996,"verified",1.27008e+12,"other","NY",15.95,0,27.4,39,0,13
6000," 36 months",12.69,1,"RENT",65000,"verified",1320105600000,"debt_consolidation","CA",5.41,0,66.7,14,0,8
12000," 36 months",8.49,6,"RENT",54000,"not verified",1309478400000,"debt_consolidation","NJ",8.24,0,38.6,12,0,8
20000," 60 months",16.89,7,"RENT",50000,"verified",1312156800000,"debt_consolidation","FL",17.45,0,88.7,11,0,11
3000," 36 months",9.07,1,"RENT",64170,"not verified",1225497600000,"credit_card","PA",3.03,0,72.3,12,1,17
8000," 60 months",13.43,8,"MORTGAGE",96000,"not verified",1.29384e+12,"car","GA",11.22,0,57.6,33,1,16
7000," 36 months",8.32,1,"RENT",25000,"not verified",1212278400000,"house","NV",2.21,0,9.1,16,0,6
10000," 36 months",13.22,2,"RENT",110000,"verified",1257033600000,"major_purchase","CA",9.86,0,54.3,17,0,16
10200," 36 months",13.92,10,"MORTGAGE",60000,"not verified",1257033600000,"credit_card","IL",9.48,0,71.6,29,0,18
5000," 36 months",9.91,5,"MORTGAGE",36000,"not verified",1317427200000,"debt_consolidation","MO",1.5,0,81.4,12,0,12
10000," 36 months",9.91,3,"RENT",31200,"verified",1322697600000,"debt_consolidation","NY",14.81,0,27,19,0,6
7200," 36 months",14.84,5,"RENT",41316,"verified",1280620800000,"other","NV",1.42,0,30.6,12,0,9
35000," 60 months",10.99,5,"MORTGAGE",90000,"verified",1309478400000,"debt_consolidation","NJ",11.93,0,9.5,39,0,13
8000," 36 months",12.69,5,"MORTGAGE",38000,"verified",1320105600000,"debt_consolidation","FL",10.55,0,36.6,28,0,10
6000," 36 months",13.49,7,"MORTGAGE",43000,"not verified",1312156800000,"credit_card","VA",22.69,0,52.3,37,0,11
25000," 60 months",13.61,7,"RENT",1e+05,"verified",1275350400000,"credit_card","IL",23.81,0,48.5,30,0,15
25000," 36 months",11.12,10,"MORTGAGE",75689,"verified",1280620800000,"debt_consolidation","OK",10.05,0,64,23,0,11
4000," 36 months",13.61,0,"RENT",35600,"verified",1277942400000,"credit_card","OK",16.52,0,45.5,21,0,4
12000," 60 months",22.11,3,"RENT",47000,"verified",1306886400000,"small_business","NJ",11.06,1,49.5,10,1,5
8000," 36 months",8.9,10,"OWN",99000,"verified",1322697600000,"home_improvement","PA",6.41,0,55.8,11,0,5
12800," 36 months",18.67,8,"RENT",80000,"verified",1.272672e+12,"debt_consolidation","TX",8.38,0,99.4,8,0,6
16000," 36 months",12.18,10,"MORTGAGE",70000,"not verified",1257033600000,"debt_consolidation","AZ",23.82,0,62.8,17,0,13
19800," 36 months",15.57,0,"MORTGAGE",75000,"verified",1288569600000,"debt_consolidation","NJ",8.37,0,91.9,12,0,8
6400," 36 months",9.64,1,"RENT",60000,"not verified",1185926400000,"moving","WI",7.72,0,69.3,8,0,6
13750," 36 months",7.51,6,"MORTGAGE",60000,"not verified",1277942400000,"debt_consolidation","NY",11.12,0,12.1,21,0,9
16000," 60 months",9.99,1,"RENT",30000,"verified",1288569600000,"credit_card","IL",17.28,0,50.3,17,0,11
3000," 36 months",5.79,5,"OWN",48000,"not verified",1298937600000,"home_improvement","VA",18,0,30,35,0,15
30000," 36 months",9.99,6,"MORTGAGE",106921,"verified",1306886400000,"debt_consolidation","TX",11.28,0,38.5,21,0,20
4000," 36 months",7.51,6,"MORTGAGE",51500,"not verified",1277942400000,"car","GA",14.56,0,44.5,23,0,26
2000," 36 months",7.9,2,"MORTGAGE",30000,"not verified",1320105600000,"debt_consolidation","MN",10.08,0,20.8,8,0,8
3000," 36 months",6.91,0,"RENT",50000,"verified",1288569600000,"major_purchase","TX",0.79,0,8.4,4,0,6
12000," 36 months",12.69,10,"RENT",47840,"not verified",1322697600000,"debt_consolidation","WA",9.73,0,80.1,33,0,19
8400," 36 months",7.51,0,"RENT",66000,"verified",1275350400000,"credit_card","OH",12.91,0,38.1,13,0,7
35000," 36 months",15.23,1,"MORTGAGE",3e+05,"not verified",1.304208e+12,"debt_consolidation","AL",13.36,0,68.9,31,0,21
12000," 36 months",11.11,0,"RENT",42000,"verified",1.301616e+12,"credit_card","CA",8.34,0,88.9,16,0,9
3600," 36 months",14.72,10,"MORTGAGE",83137,"verified",1280620800000,"other","NJ",17.6,0,48.6,54,0,10
16000," 60 months",16.02,4,"OWN",36000,"not verified",1.29384e+12,"major_purchase","VA",7.1,0,23.6,15,0,9
8000," 60 months",15.21,5,"RENT",29000,"verified",1275350400000,"debt_consolidation","PA",21.43,0,80.9,26,1,12
10000," 60 months",13.98,5,"MORTGAGE",70000,"not verified",1277942400000,"debt_consolidation","GA",13.87,0,24.8,16,0,7
15000," 36 months",7.88,3,"MORTGAGE",62000,"not verified",1277942400000,"debt_consolidation","MO",10.59,0,42.9,13,0,13
2400," 36 months",13.06,6,"MORTGAGE",30000,"verified",1.301616e+12,"other","SD",9.04,0,29.1,22,0,14
24000," 36 months",7.49,10,"MORTGAGE",72000,"verified",1312156800000,"debt_consolidation","AR",26.43,0,38.2,20,0,10
21250," 36 months",19.79,1,"OTHER",80000,"verified",1243814400000,"small_business","VA",19.2,0,63.5,36,0,15
14500," 60 months",18.3,8,"RENT",40000,"not verified",1277942400000,"debt_consolidation","MN",19.53,0,80.6,24,0,13
10000," 36 months",12.09,2,"RENT",60000,"verified",1228089600000,"credit_card","AL",16.52,1,71,23,0,8
1500," 36 months",9.62,10,"RENT",54000,"verified",1291161600000,"major_purchase","CA",21.02,1,75.9,38,0,24
6700," 36 months",9.63,0,"OWN",13500,"not verified",1.238544e+12,"major_purchase","TX",6.4,0,1.7,5,0,25
3500," 36 months",9.25,10,"MORTGAGE",90000,"not verified",1288569600000,"car","VA",9.13,0,20.6,15,0,22
6000," 36 months",11.86,8,"MORTGAGE",56004,"not verified",1280620800000,"other","IL",4.2,0,88,10,0,14
12000," 36 months",6.03,6,"MORTGAGE",243600,"verified",1322697600000,"medical","FL",6.45,0,19.7,18,0,15
12600," 60 months",10.65,10,"MORTGAGE",55172,"not verified",1320105600000,"debt_consolidation","OH",19.36,0,30.5,59,0,16
3500," 36 months",13.61,1,"OWN",21600,"not verified",1.272672e+12,"medical","OR",17.44,0,0,9,0,4
9000," 36 months",12.42,5,"MORTGAGE",60000,"verified",1317427200000,"credit_card","OH",14.44,2,29.6,23,0,12
30000," 60 months",17.88,5,"RENT",67588,"verified",1.301616e+12,"wedding","NY",24.36,0,86.5,21,0,8
13000," 60 months",17.14,9,"MORTGAGE",50000,"not verified",1.301616e+12,"debt_consolidation","FL",22.73,0,53.7,26,0,12
7500," 60 months",10.36,3,"RENT",50000,"verified",1291161600000,"debt_consolidation","OR",18.36,0,18.3,21,0,11
2500," 36 months",11.49,10,"RENT",66072,"not verified",1312156800000,"other","CA",7.68,0,93,9,1,12
10000," 36 months",13.06,8,"MORTGAGE",155000,"verified",1298937600000,"debt_consolidation","VA",11.02,0,91,14,0,23
11000," 60 months",10.75,4,"OWN",84787,"not verified",1277942400000,"car","MA",2,0,18,9,0,10
20000," 60 months",10.37,10,"MORTGAGE",57600,"not verified",1.301616e+12,"debt_consolidation","CA",5.77,0,28.9,32,1,17
10000," 36 months",7.29,3,"MORTGAGE",65000,"not verified",1.301616e+12,"debt_consolidation","NY",15.32,0,61.9,21,0,23
30000," 36 months",10.99,10,"MORTGAGE",125000,"verified",1312156800000,"debt_consolidation","AR",14.46,0,53.9,45,0,24
20000," 60 months",13.23,10,"RENT",60000,"verified",1288569600000,"debt_consolidation","IL",15.26,0,21,45,0,16
14000," 60 months",11.86,6,"RENT",81080,"not verified",1275350400000,"debt_consolidation","NJ",15.35,0,43.2,32,0,10
18000," 60 months",16.77,4,"MORTGAGE",62000,"verified",1298937600000,"small_business","MA",9.21,0,52.4,21,0,12
5550," 36 months",7.29,4,"MORTGAGE",64000,"verified",1298937600000,"debt_consolidation","NJ",7.22,0,61,11,0,12
2400," 36 months",10.59,0,"OWN",19200,"verified",1312156800000,"major_purchase","CA",0.63,0,8.7,4,0,3
10000," 36 months",10.99,6,"RENT",26000,"not verified",1.27008e+12,"major_purchase","MO",5.49,0,37.4,8,1,4
3000," 36 months",7.74,3,"MORTGAGE",84996,"not verified",1254355200000,"other","NJ",11.38,0,3.3,23,0,12
14000," 36 months",7.29,4,"RENT",33200,"not verified",1298937600000,"credit_card","WI",22.19,0,23.4,21,0,16
12500," 36 months",13.92,0,"MORTGAGE",135000,"not verified",1259625600000,"small_business","GA",4.95,0,14.1,40,0,28
7200," 36 months",11.28,8,"RENT",56052,"verified",1217548800000,"home_improvement","NY",19.25,0,29,33,0,10
7200," 36 months",19.03,5,"RENT",35000,"not verified",1320105600000,"debt_consolidation","FL",16.7,0,98.5,17,1,10
7000," 36 months",11.49,2,"RENT",72000,"not verified",1314835200000,"credit_card","CA",18.3,0,61.5,37,0,12
15000," 36 months",13.57,6,"MORTGAGE",156000,"not verified",1.262304e+12,"home_improvement","CA",8.88,0,49.2,14,0,10
18000," 60 months",18.3,10,"MORTGAGE",99996,"verified",1283299200000,"debt_consolidation","OR",17.1,1,53.3,28,0,15
7000," 36 months",9.63,1,"RENT",41000,"not verified",1243814400000,"credit_card","CA",13.79,0,49.6,25,0,8
9950," 36 months",7.29,2,"MORTGAGE",36600,"verified",1296518400000,"debt_consolidation","GA",19.87,0,56.9,13,0,8
5000," 36 months",10.37,10,"RENT",50000,"not verified",1296518400000,"small_business","AZ",16.37,0,82.7,7,0,9
6000," 36 months",11.83,3,"RENT",24996,"not verified",1249084800000,"debt_consolidation","FL",20.65,0,0,17,0,6
4500," 36 months",10.95,2,"MORTGAGE",64000,"not verified",1.241136e+12,"home_improvement","FL",7.52,0,22.2,17,1,10
4500," 36 months",14.27,2,"RENT",35000,"not verified",1320105600000,"debt_consolidation","NC",2.23,1,14.2,9,0,15
12000," 36 months",6.17,4,"MORTGAGE",42996,"not verified",1.29384e+12,"debt_consolidation","WI",13.87,0,18.7,26,0,11
5000," 36 months",15.58,NA,"MORTGAGE",86760,"verified",1277942400000,"major_purchase","VA",2.99,0,75.9,14,0,12
16000," 36 months",11.78,5,"MORTGAGE",41004,"verified",1225497600000,"credit_card","KY",15.31,0,43.3,16,0,8
25000," 36 months",13.35,3,"MORTGAGE",2e+05,"verified",1.29384e+12,"debt_consolidation","NY",9.18,0,49,16,0,13
20000," 36 months",10.38,4,"RENT",88000,"not verified",1275350400000,"debt_consolidation","IL",5.69,0,58.3,16,0,13
7800," 36 months",11.89,5,"OTHER",48000,"not verified",1233446400000,"credit_card","CA",9.63,0,23.5,24,1,14
18000," 36 months",10.65,10,"RENT",63000,"verified",1322697600000,"debt_consolidation","KS",6.55,1,50.5,13,0,17
6800," 36 months",17.49,7,"OWN",60000,"verified",1.304208e+12,"home_improvement","FL",2.2,0,23.4,10,0,9
8000," 60 months",9.62,10,"OWN",51000,"not verified",1288569600000,"debt_consolidation","FL",18.59,0,94,26,0,20
12000," 36 months",6.92,10,"MORTGAGE",145000,"verified",1296518400000,"debt_consolidation","GA",3.53,0,14,34,0,20
2000," 36 months",11.12,4,"OWN",27504,"not verified",1283299200000,"other","NY",21.6,0,40.9,10,0,21
19000," 36 months",10.62,7,"MORTGAGE",80000,"not verified",1.262304e+12,"credit_card","MA",13.29,0,36.1,31,0,14
2200," 36 months",15.65,5,"RENT",50004,"not verified",1296518400000,"other","DE",2.4,0,98.5,5,0,15
30000," 36 months",8.49,10,"MORTGAGE",144000,"verified",1309478400000,"home_improvement","NV",10.18,0,10.5,40,0,15
5500," 36 months",10.99,10,"OWN",60000,"not verified",1264982400000,"other","SC",17.42,3,16.4,37,0,16
4000," 36 months",11.49,4,"RENT",31150,"not verified",1312156800000,"debt_consolidation","FL",2.89,0,47.8,6,0,5
30000," 36 months",7.51,5,"OWN",125000,"verified",1320105600000,"major_purchase","NY",1.08,0,3.2,10,1,8
6500," 36 months",5.42,NA,"MORTGAGE",35352,"not verified",1314835200000,"credit_card","AZ",17.68,0,23.3,27,0,36
10000," 36 months",8,0,"RENT",40000,"not verified",1225497600000,"car","CA",6.48,0,18.3,23,0,13
20000," 36 months",17.04,1,"MORTGAGE",103000,"verified",1254355200000,"small_business","FL",7.6,0,44.4,33,0,14
14500," 36 months",13.85,3,"RENT",43200,"not verified",1267401600000,"debt_consolidation","CA",23.72,0,50,19,1,7
8400," 36 months",9.32,4,"RENT",189996,"not verified",1235865600000,"car","CA",1.05,0,9.1,13,0,11
3300," 36 months",11.71,1,"RENT",44760,"not verified",1317427200000,"car","FL",4.16,0,25.9,10,0,5
5200," 36 months",12.42,3,"RENT",36850,"verified",1320105600000,"debt_consolidation","NY",12.11,0,79.1,15,0,11
2500," 36 months",9.62,1,"RENT",19968,"verified",1288569600000,"debt_consolidation","TX",2.94,0,38.1,7,1,4
16000," 36 months",11.89,4,"OTHER",85000,"verified",1.238544e+12,"small_business","FL",2.61,0,51.9,18,0,14
10000," 36 months",13.35,0,"RENT",70000,"verified",1291161600000,"debt_consolidation","MD",5.06,0,51.4,15,0,15
17475," 60 months",17.27,10,"RENT",56000,"verified",1322697600000,"other","NV",24.84,0,68.8,27,1,11
35000," 60 months",23.13,3,"MORTGAGE",220000,"verified",1322697600000,"home_improvement","CA",18.36,0,93.2,28,1,11
6450," 36 months",11.22,2,"RENT",32000,"not verified",1.180656e+12,"other","GA",10,NA,NA,NA,0,NA
7200," 36 months",15.23,8,"MORTGAGE",75000,"verified",1312156800000,"other","IL",0.98,0,97.2,12,0,14
8000," 36 months",10.99,10,"RENT",37681,"not verified",1.27008e+12,"debt_consolidation","CA",17.36,0,22.5,10,0,8
